time_ms,trial,obstacle,condition,cameraPositionX,cameraPositionY,cameraPositionZ
135847.59999999986,7,human,head-on,0.4398464858531952,1.821505069732666,-3.8346805572509766
135858.69999999995,7,human,head-on,0.43374595046043396,1.8198139667510986,-3.844600200653076
135869.8999999999,7,human,head-on,0.42753154039382935,1.818267822265625,-3.854505777359009
135880.8999999999,7,human,head-on,0.42110541462898254,1.816975712776184,-3.864600658416748
135892.09999999986,7,human,head-on,0.4145149290561676,1.8158797025680542,-3.8747384548187256
135903.19999999995,7,human,head-on,0.40782105922698975,1.8148572444915771,-3.884760618209839
135914.30000000005,7,human,head-on,0.4010552167892456,1.8140507936477661,-3.8945693969726562
135925.5,7,human,head-on,0.39415112137794495,1.813331961631775,-3.9041748046875
135936.69999999995,7,human,head-on,0.38709157705307007,1.813277244567871,-3.9136664867401123
135947.8999999999,7,human,head-on,0.3798924684524536,1.8140649795532227,-3.9232895374298096
135958.80000000005,7,human,head-on,0.37250229716300964,1.8144731521606445,-3.932920217514038
135970,7,human,head-on,0.3650803864002228,1.8150726556777954,-3.9425532817840576
135981.09999999986,7,human,head-on,0.35761457681655884,1.8161026239395142,-3.952380657196045
135992.30000000005,7,human,head-on,0.3502236306667328,1.8170541524887085,-3.9618215560913086
136003.3999999999,7,human,head-on,0.34280961751937866,1.8179943561553955,-3.9708616733551025
136014.59999999986,7,human,head-on,0.3355627954006195,1.8189235925674438,-3.979680299758911
136025.80000000005,7,human,head-on,0.3285258114337921,1.8204671144485474,-3.9883205890655518
136036.80000000005,7,human,head-on,0.3215457797050476,1.8217883110046387,-3.9968819618225098
136048,7,human,head-on,0.31453490257263184,1.82313871383667,-4.005427360534668
136059.09999999986,7,human,head-on,0.3077022135257721,1.8246910572052002,-4.014001369476318
136070.30000000005,7,human,head-on,0.301119863986969,1.8260964155197144,-4.022365570068359
136081.3999999999,7,human,head-on,0.2947321832180023,1.827347755432129,-4.030472278594971
136092.69999999995,7,human,head-on,0.28853482007980347,1.8285812139511108,-4.038546085357666
136103.69999999995,7,human,head-on,0.28259703516960144,1.829866886138916,-4.0464959144592285
136114.80000000005,7,human,head-on,0.27709609270095825,1.8311711549758911,-4.054365634918213
